timestamp,latitude,longitude,altitude,speed,battery,roll,pitch,yaw,gps_satellites,signal_strength,acceleration_x,acceleration_y,acceleration_z
114.0,37.7743186,-122.4188656,57.42,12.31,66.6,-4.36,3.85,36.0,14,84.84,0.052,0.069,1.015
114.5,37.7743535,-122.4188095,56.97,12.71,66.46,-3.86,3.57,40.5,13,88.5,0.074,0.06,1.003
115.0,37.7743918,-122.4187571,56.9,12.89,66.31,-5.75,3.87,45.0,12,84.41,0.06,0.105,0.975
115.5,37.7744333,-122.4187086,56.39,12.19,66.17,-5.65,3.88,49.5,14,85.67,0.084,0.118,1.009
116.0,37.7744776,-122.4186644,56.09,12.96,66.02,-5.84,4.09,54.0,11,87.11,0.087,0.12,0.996
116.5,37.7745245,-122.4186248,56.15,12.84,65.88,-6.35,2.51,58.5,13,87.08,0.052,0.102,0.99
117.0,37.7745737,-122.4185899,55.96,12.24,65.73,-6.11,2.49,63.0,12,90.03,0.029,0.104,0.995
117.5,37.774625,-122.41856,55.68,12.73,65.58,-5.04,3.86,67.5,12,85.55,0.054,0.089,1.012
118.0,37.7746779,-122.4185353,55.23,12.52,65.44,-5.95,2.6,72.0,13,88.85,0.055,0.111,0.997
118.5,37.7747322,-122.4185159,55.02,12.79,65.29,-6.49,2.87,76.5,14,84.27,0.056,0.098,0.991
119.0,37.7747876,-122.418502,55.49,12.33,65.15,-5.41,1.78,81.0,13,91.87,0.026,0.076,0.994
119.5,37.7748436,-122.4184936,54.93,12.36,65.0,-5.28,2.52,85.5,13,84.34,0.057,0.08,1.007
120.0,37.7749,-122.4184908,55.23,12.78,64.85,-6.21,1.43,90.0,11,87.56,0.042,0.111,1.002
